Attack_fleet = 28
Defend_fleet = 23
Attacker, Defender, attack damage, defender's health
ObjectId('527805386f94c119c081f5bd') , ObjectId('527805386f94c119c081f447') , 609, 440
ObjectId('527805386f94c119c081f5c9') , ObjectId('527805386f94c119c081f43b') , 2270, -1869
Attacker Kill Count:  12
Defender Kill Count:  9

Attack_fleet = 6
Defend_fleet = 5
Attacker, Defender, attack damage, defender's health
ObjectId('527805386f94c119c081f3f3') , ObjectId('527805386f94c119c081f575') , 786, -721
ObjectId('527805386f94c119c081f417') , ObjectId('527805386f94c119c081f5a5') , 491, 1009
ObjectId('527805386f94c119c081f447') , ObjectId('527805386f94c119c081f5b1') , 752, 748
ObjectId('527805386f94c119c081f45f') , ObjectId('527805386f94c119c081f5bd') , 1387, 113
ObjectId('527805386f94c119c081f477') , ObjectId('527805386f94c119c081f5c9') , 1061, 439
ObjectId('527805386f94c119c081f4a7') , ObjectId('527805386f94c119c081f5c9') , 1189, 311
Defender, Attacker, defend damage, attacker's health
ObjectId('527805386f94c119c081f575') , ObjectId('527805386f94c119c081f3f3') , 437, -328
ObjectId('527805386f94c119c081f5a5') , ObjectId('527805386f94c119c081f417') , 631, -53
ObjectId('527805386f94c119c081f5b1') , ObjectId('527805386f94c119c081f447') , 1548, -1108
ObjectId('527805386f94c119c081f5bd') , ObjectId('527805386f94c119c081f45f') , 599, -312
ObjectId('527805386f94c119c081f5c9') , ObjectId('527805386f94c119c081f477') , 1385, -1071
Attacker Kill Count:  1
Defender Kill Count:  5

Attack_fleet = 24
Defend_fleet = 21
Attacker, Defender, attack damage, defender's health
ObjectId('5278053b6f94c119c081f5fb') , ObjectId('5278053b6f94c119c081f741') , 853, 647
ObjectId('5278053b6f94c119c081f607') , ObjectId('5278053b6f94c119c081f74d') , 1058, 442
ObjectId('5278053b6f94c119c081f613') , ObjectId('5278053b6f94c119c081f759') , 810, 690
ObjectId('5278053b6f94c119c081f61f') , ObjectId('5278053b6f94c119c081f765') , 774, 726
ObjectId('5278053b6f94c119c081f62b') , ObjectId('5278053b6f94c119c081f771') , 635, 865
ObjectId('5278053b6f94c119c081f637') , ObjectId('5278053b6f94c119c081f77d') , 1014, 486
ObjectId('5278053b6f94c119c081f643') , ObjectId('5278053b6f94c119c081f789') , 1563, -63
ObjectId('5278053b6f94c119c081f64f') , ObjectId('5278053b6f94c119c081f795') , 768, 732
ObjectId('5278053b6f94c119c081f65b') , ObjectId('5278053b6f94c119c081f7a1') , 1202, 298
ObjectId('5278053b6f94c119c081f667') , ObjectId('5278053b6f94c119c081f7ad') , 824, 676
ObjectId('5278053b6f94c119c081f673') , ObjectId('5278053b6f94c119c081f7b9') , 462, 1038
ObjectId('5278053b6f94c119c081f67f') , ObjectId('5278053b6f94c119c081f7c5') , 1989, -489
ObjectId('5278053b6f94c119c081f68b') , ObjectId('5278053b6f94c119c081f7d1') , 591, 909
ObjectId('5278053b6f94c119c081f697') , ObjectId('5278053b6f94c119c081f7dd') , 2199, -699
ObjectId('5278053b6f94c119c081f6a3') , ObjectId('5278053b6f94c119c081f7e9') , 932, 568
ObjectId('5278053b6f94c119c081f6af') , ObjectId('5278053b6f94c119c081f7f5') , 416, 1084
ObjectId('5278053b6f94c119c081f6bb') , ObjectId('5278053b6f94c119c081f801') , 765, 735
ObjectId('5278053b6f94c119c081f6c7') , ObjectId('5278053b6f94c119c081f80d') , 1371, 129
ObjectId('5278053b6f94c119c081f6d3') , ObjectId('5278053b6f94c119c081f819') , 379, 1121
ObjectId('5278053b6f94c119c081f6df') , ObjectId('5278053b6f94c119c081f825') , 1411, 89
ObjectId('5278053b6f94c119c081f6eb') , ObjectId('5278053b6f94c119c081f831') , 589, 911
ObjectId('5278053b6f94c119c081f6f7') , ObjectId('5278053b6f94c119c081f765') , 1065, 435
ObjectId('5278053b6f94c119c081f703') , ObjectId('5278053b6f94c119c081f801') , 496, 1004
ObjectId('5278053b6f94c119c081f70f') , ObjectId('5278053b6f94c119c081f795') , 805, 695
Defender, Attacker, defend damage, attacker's health
ObjectId('5278053b6f94c119c081f741') , ObjectId('5278053b6f94c119c081f5fb') , 923, 577
ObjectId('5278053b6f94c119c081f74d') , ObjectId('5278053b6f94c119c081f607') , 551, 949
ObjectId('5278053b6f94c119c081f759') , ObjectId('5278053b6f94c119c081f613') , 741, 759
ObjectId('5278053b6f94c119c081f765') , ObjectId('5278053b6f94c119c081f61f') , 636, 864
ObjectId('5278053b6f94c119c081f771') , ObjectId('5278053b6f94c119c081f62b') , 818, 682
ObjectId('5278053b6f94c119c081f77d') , ObjectId('5278053b6f94c119c081f637') , 362, 1138
ObjectId('5278053b6f94c119c081f789') , ObjectId('5278053b6f94c119c081f643') , 410, 1090
ObjectId('5278053b6f94c119c081f795') , ObjectId('5278053b6f94c119c081f64f') , 456, 1044
ObjectId('5278053b6f94c119c081f7a1') , ObjectId('5278053b6f94c119c081f65b') , 2318, -818
ObjectId('5278053b6f94c119c081f7ad') , ObjectId('5278053b6f94c119c081f667') , 445, 1055
ObjectId('5278053b6f94c119c081f7b9') , ObjectId('5278053b6f94c119c081f673') , 470, 1030
ObjectId('5278053b6f94c119c081f7c5') , ObjectId('5278053b6f94c119c081f67f') , 1056, 444
ObjectId('5278053b6f94c119c081f7d1') , ObjectId('5278053b6f94c119c081f68b') , 863, 637
ObjectId('5278053b6f94c119c081f7dd') , ObjectId('5278053b6f94c119c081f697') , 400, 1100
ObjectId('5278053b6f94c119c081f7e9') , ObjectId('5278053b6f94c119c081f6a3') , 1714, -214
ObjectId('5278053b6f94c119c081f7f5') , ObjectId('5278053b6f94c119c081f6af') , 726, 774
ObjectId('5278053b6f94c119c081f801') , ObjectId('5278053b6f94c119c081f6bb') , 483, 1017
ObjectId('5278053b6f94c119c081f80d') , ObjectId('5278053b6f94c119c081f6c7') , 917, 583
ObjectId('5278053b6f94c119c081f819') , ObjectId('5278053b6f94c119c081f6d3') , 977, 523
ObjectId('5278053b6f94c119c081f825') , ObjectId('5278053b6f94c119c081f6df') , 877, 623
ObjectId('5278053b6f94c119c081f831') , ObjectId('5278053b6f94c119c081f6eb') , 1385, 115
Attacker Kill Count:  3
Defender Kill Count:  2

Attack_fleet = 22
Defend_fleet = 18
Attacker, Defender, attack damage, defender's health
ObjectId('5278053b6f94c119c081f5fb') , ObjectId('5278053b6f94c119c081f741') , 706, -59
ObjectId('5278053b6f94c119c081f607') , ObjectId('5278053b6f94c119c081f74d') , 612, -170
ObjectId('5278053b6f94c119c081f613') , ObjectId('5278053b6f94c119c081f759') , 541, 149
ObjectId('5278053b6f94c119c081f61f') , ObjectId('5278053b6f94c119c081f765') , 619, -184
ObjectId('5278053b6f94c119c081f62b') , ObjectId('5278053b6f94c119c081f771') , 719, 146
ObjectId('5278053b6f94c119c081f637') , ObjectId('5278053b6f94c119c081f77d') , 1054, -568
ObjectId('5278053b6f94c119c081f643') , ObjectId('5278053b6f94c119c081f795') , 1469, -774
ObjectId('5278053b6f94c119c081f64f') , ObjectId('5278053b6f94c119c081f7a1') , 794, -496
ObjectId('5278053b6f94c119c081f667') , ObjectId('5278053b6f94c119c081f7ad') , 1008, -332
ObjectId('5278053b6f94c119c081f673') , ObjectId('5278053b6f94c119c081f7b9') , 615, 423
ObjectId('5278053b6f94c119c081f67f') , ObjectId('5278053b6f94c119c081f7d1') , 1275, -366
ObjectId('5278053b6f94c119c081f68b') , ObjectId('5278053b6f94c119c081f7e9') , 541, 27
ObjectId('5278053b6f94c119c081f697') , ObjectId('5278053b6f94c119c081f7f5') , 1146, -62
ObjectId('5278053b6f94c119c081f6af') , ObjectId('5278053b6f94c119c081f801') , 711, 293
ObjectId('5278053b6f94c119c081f6bb') , ObjectId('5278053b6f94c119c081f80d') , 991, -862
ObjectId('5278053b6f94c119c081f6c7') , ObjectId('5278053b6f94c119c081f819') , 1068, 53
ObjectId('5278053b6f94c119c081f6d3') , ObjectId('5278053b6f94c119c081f825') , 608, -519
ObjectId('5278053b6f94c119c081f6df') , ObjectId('5278053b6f94c119c081f831') , 2082, -1171
ObjectId('5278053b6f94c119c081f6eb') , ObjectId('5278053b6f94c119c081f771') , 344, 521
ObjectId('5278053b6f94c119c081f6f7') , ObjectId('5278053b6f94c119c081f795') , 881, -186
ObjectId('5278053b6f94c119c081f703') , ObjectId('5278053b6f94c119c081f77d') , 787, -301
ObjectId('5278053b6f94c119c081f70f') , ObjectId('5278053b6f94c119c081f7a1') , 630, -332
Defender, Attacker, defend damage, attacker's health
ObjectId('5278053b6f94c119c081f741') , ObjectId('5278053b6f94c119c081f5fb') , 1101, -524
ObjectId('5278053b6f94c119c081f74d') , ObjectId('5278053b6f94c119c081f607') , 1250, -301
ObjectId('5278053b6f94c119c081f759') , ObjectId('5278053b6f94c119c081f613') , 598, 161
ObjectId('5278053b6f94c119c081f765') , ObjectId('5278053b6f94c119c081f61f') , 447, 417
ObjectId('5278053b6f94c119c081f771') , ObjectId('5278053b6f94c119c081f62b') , 718, -36
ObjectId('5278053b6f94c119c081f77d') , ObjectId('5278053b6f94c119c081f637') , 579, 559
ObjectId('5278053b6f94c119c081f795') , ObjectId('5278053b6f94c119c081f643') , 589, 501
ObjectId('5278053b6f94c119c081f7a1') , ObjectId('5278053b6f94c119c081f64f') , 2098, -1054
ObjectId('5278053b6f94c119c081f7ad') , ObjectId('5278053b6f94c119c081f667') , 1175, -120
ObjectId('5278053b6f94c119c081f7b9') , ObjectId('5278053b6f94c119c081f673') , 466, 564
ObjectId('5278053b6f94c119c081f7d1') , ObjectId('5278053b6f94c119c081f67f') , 639, -195
ObjectId('5278053b6f94c119c081f7e9') , ObjectId('5278053b6f94c119c081f68b') , 667, -30
ObjectId('5278053b6f94c119c081f7f5') , ObjectId('5278053b6f94c119c081f697') , 1260, -160
ObjectId('5278053b6f94c119c081f801') , ObjectId('5278053b6f94c119c081f6af') , 527, 247
ObjectId('5278053b6f94c119c081f80d') , ObjectId('5278053b6f94c119c081f6bb') , 937, 80
ObjectId('5278053b6f94c119c081f819') , ObjectId('5278053b6f94c119c081f6c7') , 611, -28
ObjectId('5278053b6f94c119c081f825') , ObjectId('5278053b6f94c119c081f6d3') , 465, 58
ObjectId('5278053b6f94c119c081f831') , ObjectId('5278053b6f94c119c081f6df') , 2061, -1438
Attacker Kill Count:  15
Defender Kill Count:  10

Attack_fleet = 12
Defend_fleet = 6
Attacker, Defender, attack damage, defender's health
ObjectId('5278053b6f94c119c081f613') , ObjectId('5278053b6f94c119c081f759') , 661, -512
ObjectId('5278053b6f94c119c081f61f') , ObjectId('5278053b6f94c119c081f771') , 757, -236
ObjectId('5278053b6f94c119c081f637') , ObjectId('5278053b6f94c119c081f7b9') , 1110, -687
ObjectId('5278053b6f94c119c081f643') , ObjectId('5278053b6f94c119c081f7e9') , 1765, -1738
ObjectId('5278053b6f94c119c081f673') , ObjectId('5278053b6f94c119c081f801') , 570, -277
ObjectId('5278053b6f94c119c081f6af') , ObjectId('5278053b6f94c119c081f819') , 691, -638
ObjectId('5278053b6f94c119c081f6bb') , ObjectId('5278053b6f94c119c081f819') , 588, -535
ObjectId('5278053b6f94c119c081f6d3') , ObjectId('5278053b6f94c119c081f819') , 376, -323
ObjectId('5278053b6f94c119c081f6eb') , ObjectId('5278053b6f94c119c081f771') , 493, 28
ObjectId('5278053b6f94c119c081f6f7') , ObjectId('5278053b6f94c119c081f801') , 672, -379
ObjectId('5278053b6f94c119c081f703') , ObjectId('5278053b6f94c119c081f7b9') , 324, 99
ObjectId('5278053b6f94c119c081f70f') , ObjectId('5278053b6f94c119c081f771') , 1290, -769
Defender, Attacker, defend damage, attacker's health
ObjectId('5278053b6f94c119c081f759') , ObjectId('5278053b6f94c119c081f613') , 1179, -1018
ObjectId('5278053b6f94c119c081f771') , ObjectId('5278053b6f94c119c081f61f') , 1166, -749
ObjectId('5278053b6f94c119c081f7b9') , ObjectId('5278053b6f94c119c081f637') , 634, -75
ObjectId('5278053b6f94c119c081f7e9') , ObjectId('5278053b6f94c119c081f643') , 2105, -1604
ObjectId('5278053b6f94c119c081f801') , ObjectId('5278053b6f94c119c081f673') , 386, 178
ObjectId('5278053b6f94c119c081f819') , ObjectId('5278053b6f94c119c081f6af') , 1293, -1046
Attacker Kill Count:  10
Defender Kill Count:  5

Attack_fleet = 18
Defend_fleet = 23
Attacker, Defender, attack damage, defender's health
ObjectId('5278053f6f94c119c081f863') , ObjectId('5278053f6f94c119c081f961') , 526, 974
ObjectId('5278053f6f94c119c081f86f') , ObjectId('5278053f6f94c119c081f96d') , 920, 580
ObjectId('5278053f6f94c119c081f87b') , ObjectId('5278053f6f94c119c081f979') , 1673, -173
ObjectId('5278053f6f94c119c081f887') , ObjectId('5278053f6f94c119c081f985') , 872, 628
ObjectId('5278053f6f94c119c081f893') , ObjectId('5278053f6f94c119c081f991') , 737, 763
ObjectId('5278053f6f94c119c081f89f') , ObjectId('5278053f6f94c119c081f99d') , 394, 1106
ObjectId('5278053f6f94c119c081f8ab') , ObjectId('5278053f6f94c119c081f9a9') , 1079, 421
ObjectId('5278053f6f94c119c081f8b7') , ObjectId('5278053f6f94c119c081f9b5') , 1264, 236
ObjectId('5278053f6f94c119c081f8c3') , ObjectId('5278053f6f94c119c081f9c1') , 637, 863
ObjectId('5278053f6f94c119c081f8cf') , ObjectId('5278053f6f94c119c081f9cd') , 1293, 207
ObjectId('5278053f6f94c119c081f8db') , ObjectId('5278053f6f94c119c081f9d9') , 2079, -579
ObjectId('5278053f6f94c119c081f8e7') , ObjectId('5278053f6f94c119c081f9e5') , 417, 1083
ObjectId('5278053f6f94c119c081f8f3') , ObjectId('5278053f6f94c119c081f9f1') , 579, 921
ObjectId('5278053f6f94c119c081f8ff') , ObjectId('5278053f6f94c119c081f9fd') , 688, 812
ObjectId('5278053f6f94c119c081f90b') , ObjectId('5278053f6f94c119c081fa09') , 954, 546
ObjectId('5278053f6f94c119c081f917') , ObjectId('5278053f6f94c119c081fa15') , 508, 992
ObjectId('5278053f6f94c119c081f923') , ObjectId('5278053f6f94c119c081fa21') , 877, 623
ObjectId('5278053f6f94c119c081f92f') , ObjectId('5278053f6f94c119c081fa2d') , 1002, 498
Defender, Attacker, defend damage, attacker's health
ObjectId('5278053f6f94c119c081f961') , ObjectId('5278053f6f94c119c081f863') , 928, 572
ObjectId('5278053f6f94c119c081f96d') , ObjectId('5278053f6f94c119c081f86f') , 386, 1114
ObjectId('5278053f6f94c119c081f979') , ObjectId('5278053f6f94c119c081f87b') , 415, 1085
ObjectId('5278053f6f94c119c081f985') , ObjectId('5278053f6f94c119c081f887') , 2538, -1038
ObjectId('5278053f6f94c119c081f991') , ObjectId('5278053f6f94c119c081f893') , 698, 802
ObjectId('5278053f6f94c119c081f99d') , ObjectId('5278053f6f94c119c081f89f') , 1124, 376
ObjectId('5278053f6f94c119c081f9a9') , ObjectId('5278053f6f94c119c081f8ab') , 929, 571
ObjectId('5278053f6f94c119c081f9b5') , ObjectId('5278053f6f94c119c081f8b7') , 340, 1160
ObjectId('5278053f6f94c119c081f9c1') , ObjectId('5278053f6f94c119c081f8c3') , 497, 1003
ObjectId('5278053f6f94c119c081f9cd') , ObjectId('5278053f6f94c119c081f8cf') , 832, 668
ObjectId('5278053f6f94c119c081f9d9') , ObjectId('5278053f6f94c119c081f8db') , 660, 840
ObjectId('5278053f6f94c119c081f9e5') , ObjectId('5278053f6f94c119c081f8e7') , 519, 981
ObjectId('5278053f6f94c119c081f9f1') , ObjectId('5278053f6f94c119c081f8f3') , 1666, -166
ObjectId('5278053f6f94c119c081f9fd') , ObjectId('5278053f6f94c119c081f8ff') , 1173, 327
ObjectId('5278053f6f94c119c081fa09') , ObjectId('5278053f6f94c119c081f90b') , 1766, -266
ObjectId('5278053f6f94c119c081fa15') , ObjectId('5278053f6f94c119c081f917') , 2277, -777
ObjectId('5278053f6f94c119c081fa21') , ObjectId('5278053f6f94c119c081f923') , 490, 1010
ObjectId('5278053f6f94c119c081fa2d') , ObjectId('5278053f6f94c119c081f92f') , 833, 667
ObjectId('5278053f6f94c119c081fa39') , ObjectId('5278053f6f94c119c081f92f') , 1911, -411
ObjectId('5278053f6f94c119c081fa45') , ObjectId('5278053f6f94c119c081f90b') , 784, 716
ObjectId('5278053f6f94c119c081fa51') , ObjectId('5278053f6f94c119c081f8b7') , 1641, -141
ObjectId('5278053f6f94c119c081fa5d') , ObjectId('5278053f6f94c119c081f8ab') , 1236, 264
ObjectId('5278053f6f94c119c081fa69') , ObjectId('5278053f6f94c119c081f89f') , 880, 620
Attacker Kill Count:  2
Defender Kill Count:  6

Attack_fleet = 12
Defend_fleet = 21
Attacker, Defender, attack damage, defender's health
ObjectId('5278053f6f94c119c081f863') , ObjectId('5278053f6f94c119c081f961') , 1058, -84
ObjectId('5278053f6f94c119c081f86f') , ObjectId('5278053f6f94c119c081f96d') , 1044, -464
ObjectId('5278053f6f94c119c081f87b') , ObjectId('5278053f6f94c119c081f985') , 656, -28
ObjectId('5278053f6f94c119c081f893') , ObjectId('5278053f6f94c119c081f991') , 1765, -1002
ObjectId('5278053f6f94c119c081f89f') , ObjectId('5278053f6f94c119c081f99d') , 737, 369
ObjectId('5278053f6f94c119c081f8ab') , ObjectId('5278053f6f94c119c081f9a9') , 2118, -1697
ObjectId('5278053f6f94c119c081f8c3') , ObjectId('5278053f6f94c119c081f9b5') , 704, -468
ObjectId('5278053f6f94c119c081f8cf') , ObjectId('5278053f6f94c119c081f9c1') , 943, -80
ObjectId('5278053f6f94c119c081f8db') , ObjectId('5278053f6f94c119c081f9cd') , 1289, -1082
ObjectId('5278053f6f94c119c081f8e7') , ObjectId('5278053f6f94c119c081f9e5') , 364, 719
ObjectId('5278053f6f94c119c081f8ff') , ObjectId('5278053f6f94c119c081f9f1') , 608, 313
ObjectId('5278053f6f94c119c081f923') , ObjectId('5278053f6f94c119c081f9fd') , 848, -36
Defender, Attacker, defend damage, attacker's health
ObjectId('5278053f6f94c119c081f961') , ObjectId('5278053f6f94c119c081f863') , 748, -176
ObjectId('5278053f6f94c119c081f96d') , ObjectId('5278053f6f94c119c081f86f') , 1193, -79
ObjectId('5278053f6f94c119c081f985') , ObjectId('5278053f6f94c119c081f87b') , 2158, -1073
ObjectId('5278053f6f94c119c081f991') , ObjectId('5278053f6f94c119c081f893') , 539, 263
ObjectId('5278053f6f94c119c081f99d') , ObjectId('5278053f6f94c119c081f89f') , 1663, -1043
ObjectId('5278053f6f94c119c081f9a9') , ObjectId('5278053f6f94c119c081f8ab') , 1147, -883
ObjectId('5278053f6f94c119c081f9b5') , ObjectId('5278053f6f94c119c081f8c3') , 358, 645
ObjectId('5278053f6f94c119c081f9c1') , ObjectId('5278053f6f94c119c081f8cf') , 763, -95
ObjectId('5278053f6f94c119c081f9cd') , ObjectId('5278053f6f94c119c081f8db') , 788, 52
ObjectId('5278053f6f94c119c081f9e5') , ObjectId('5278053f6f94c119c081f8e7') , 564, 417
ObjectId('5278053f6f94c119c081f9f1') , ObjectId('5278053f6f94c119c081f8ff') , 1347, -1020
ObjectId('5278053f6f94c119c081f9fd') , ObjectId('5278053f6f94c119c081f923') , 1918, -908
ObjectId('5278053f6f94c119c081fa09') , ObjectId('5278053f6f94c119c081f86f') , 580, 534
ObjectId('5278053f6f94c119c081fa15') , ObjectId('5278053f6f94c119c081f8e7') , 1541, -560
ObjectId('5278053f6f94c119c081fa21') , ObjectId('5278053f6f94c119c081f89f') , 712, -92
ObjectId('5278053f6f94c119c081fa2d') , ObjectId('5278053f6f94c119c081f87b') , 504, 581
ObjectId('5278053f6f94c119c081fa39') , ObjectId('5278053f6f94c119c081f923') , 1515, -505
ObjectId('5278053f6f94c119c081fa45') , ObjectId('5278053f6f94c119c081f89f') , 683, -63
ObjectId('5278053f6f94c119c081fa51') , ObjectId('5278053f6f94c119c081f923') , 2176, -1166
ObjectId('5278053f6f94c119c081fa5d') , ObjectId('5278053f6f94c119c081f8ab') , 1016, -752
ObjectId('5278053f6f94c119c081fa69') , ObjectId('5278053f6f94c119c081f923') , 1594, -584
Attacker Kill Count:  9
Defender Kill Count:  15

Attack_fleet = 3
Defend_fleet = 12
Attacker, Defender, attack damage, defender's health
ObjectId('5278053f6f94c119c081f893') , ObjectId('5278053f6f94c119c081f99d') , 1379, -1010
ObjectId('5278053f6f94c119c081f8c3') , ObjectId('5278053f6f94c119c081f9e5') , 859, -140
ObjectId('5278053f6f94c119c081f8db') , ObjectId('5278053f6f94c119c081f9f1') , 1510, -1197
Defender, Attacker, defend damage, attacker's health
ObjectId('5278053f6f94c119c081f99d') , ObjectId('5278053f6f94c119c081f893') , 1044, -781
ObjectId('5278053f6f94c119c081f9e5') , ObjectId('5278053f6f94c119c081f8c3') , 886, -241
ObjectId('5278053f6f94c119c081f9f1') , ObjectId('5278053f6f94c119c081f8db') , 1669, -1617
ObjectId('5278053f6f94c119c081fa09') , ObjectId('5278053f6f94c119c081f893') , 1389, -1126
ObjectId('5278053f6f94c119c081fa15') , ObjectId('5278053f6f94c119c081f893') , 1266, -1003
ObjectId('5278053f6f94c119c081fa21') , ObjectId('5278053f6f94c119c081f893') , 824, -561
ObjectId('5278053f6f94c119c081fa2d') , ObjectId('5278053f6f94c119c081f8c3') , 398, 247
ObjectId('5278053f6f94c119c081fa39') , ObjectId('5278053f6f94c119c081f8db') , 1364, -1312
ObjectId('5278053f6f94c119c081fa45') , ObjectId('5278053f6f94c119c081f893') , 731, -468
ObjectId('5278053f6f94c119c081fa51') , ObjectId('5278053f6f94c119c081f8db') , 1787, -1735
ObjectId('5278053f6f94c119c081fa5d') , ObjectId('5278053f6f94c119c081f893') , 1502, -1239
ObjectId('5278053f6f94c119c081fa69') , ObjectId('5278053f6f94c119c081f8c3') , 1029, -384
